Question,Answer,Domain
भारतको म्यानचेस्टर भनेर कुन सहरलाई चिनिन्छ ?,अहमदाबाद,Geography
भारतमा स्टिलको प्रतिव्यक्ति खपत छ,२०२२-२३ को अवधिमा देशमा स्टिल खपत ११९.८९ मेट्रिक टन र प्रतिव्यक्ति स्टिल खपत ८६.७ केजी थियो।,Geography
सिन्धु र गंगा नदीको उद्गम कहाँ हुन्छ ?,"भागीरथी' भनिने गंगाको हेडवाटरलाई गंगोत्री ग्लेशियरले खुवाइन्छ र उत्तरांचलको देवप्रयागमा अलकनन्दले मिल्छ। हरिद्वारमा, गंगा पहाडबाट मैदानमा निस्कन्छ। सिन्धु बाल्टिस्तान र गिलगिट हुँदै बग्छ र अटकको पहाडबाट निस्कन्छ।",Geography
कुन दुई प्रायद्वीपीय नदीहरू खाडलबाट बग्छन्?,"नर्मदा र तापी दुई प्रायद्वीपीय नदीहरू हुन्, जुन कुण्डबाट बग्छ।",Geography
आजका कुन-कुन महादेशहरू गोन्डवाना भूमिको हिस्सा थिए?,"सबैभन्दा पुरानो ल्यान्डमास, (प्रायद्वीप भाग), गोन्डवाना भूमिको एक हिस्सा थियो। गोन्डवाना भूमिमा भारत, अष्ट्रेलिया, दक्षिण अफ्रिका र दक्षिण अमेरिका एक एकल भूमि मासको रूपमा समावेश थियो।",Geography
सबैभन्दा लामो अन्तरराष्ट्रिय सिमाना कुन दुई देशले जोडेका छन् ?,क्यानडा र संयुक्त राज्य अमेरिका,Geography
विश्वको सबैभन्दा सघन जनसंख्या भएको सहर कुन हो ?,"मनिला, फिलिपिन्स",Geography
तलका मध्ये कुन राज्य भारतमा कफीको सबैभन्दा ठूलो उत्पादक हो?,कर्नाटक,Geography
सिरोही पोइन्ट पृथ्वीको कुन कुनामा अवस्थित छ ?,अन्टार्टिका,Geography
भारतको सबैभन्दा ठूलो अन्तरदेशीय नमकीन सिमसार प्रणाली कुन राज्यमा अवस्थित छ?,राजस्थान,Geography
भारतको कुल क्षेत्रफलको कति प्रतिशत भूभाग गंगा नदीले ओगटेको छ ?,26.30%,Geography
अलकनंदा नदी कुन हिमनदीबाट उत्पत्ति भएको हो ?,सतोपन्थ ग्लेशियर,Geography
वुलर ताल कुन नदीले भर्छ ?,झेलम,Geography
व्हीलर आइल्याण्ड कुन टापुको पुरानो नाम थियो?,व्हीलर आइल्याण्ड अब्दुल कलाम टापुको पुरानो नाम थियो। यो ओडिशा को तट मा स्थित छ। रक्षा अनुसन्धान र विकास संगठन (DRDO) को एकीकृत परीक्षण दायरा यस टापुमा अवस्थित छ।,Geography
कश्मीर हरिण पाइने एक मात्र अभयारण्य कुन हो?,दाचीगाम राष्ट्रिय निकुञ्ज एक मात्र अभयारण्य हो जहाँ कश्मीर हरिण पाइन्छ। यो कश्मीर मा स्थित छ।,Geography
बायोस्फियर रिजर्भ कार्यक्रम भारतमा कुन सालमा सुरु भएको थियो?,बायोस्फियर रिजर्भ कार्यक्रम भारतमा सन् १९८६ मा सुरु भएको थियो। भारतमा जम्मा १८ वटा बायोस्फियर रिजर्भहरू छन्।,Geography
कुन प्रकारको चट्टानमा सामान्यतया जीवाश्म पाइन्छ?,"जीवाश्महरू सामान्यतया तलछट चट्टानहरूमा बन्छन्। जब कुनै जीवको मृत्यु हुन्छ र तलछटहरूमा गाडिन्छ, यी तलछटहरू अन्ततः बलियो चट्टानमा कडा हुन्छन् र जीवलाई जीवाश्मको रूपमा संरक्षित गरिन्छ। यो प्रक्रियालाई जीवाश्म भनिन्छ। आग्नेय र मेटामोर्फिक चट्टानहरू तातो वा दबाबबाट बनेका हुन्छन् र यसले जीवाश्महरू नष्ट गर्ने सम्भावना हुन्छ।",Geography
"अक्षांशको सर्कलको अर्को नाम ""मेडिसिन लाइन"" हो?","49 औं समानान्तरलाई मेडिसिन लाइनको उपनाम दिइएको थियो किनभने 1800 को दशकमा अभियानहरूमा अमेरिकी सैनिकहरूलाई यसलाई पार गर्नबाट रोक्न यसको जादुई क्षमताको कारण। ४९ औं समानान्तर उत्तरले युरोप, एसिया, प्रशान्त महासागर, उत्तरी अमेरिका र एट्लान्टिक महासागर पार गर्दछ।",Geography
चिनाब नदीलाई चन्द्रभागा भनेर पनि चिनिन्छ जुन चन्द्रा र भागा नदीको मिलनबाट कुन स्थान नजिकै बनेको हो ?,"चेनाब नदी, जसलाई चन्द्रभागा नदी पनि भनिन्छ, हिमाचल प्रदेशको लाहौल स्पीति जिल्लाको टांडीमा चन्द्र र भागा नदीहरू मिलाएर बनेको हो। चन्द्रा र भागा नदीहरू ४,८९१ मिटरको उचाइमा बरालचा पासको विपरीत दिशाबाट निस्किन्छन्। उनीहरु २ हजार २८६ मिटरको उचाइमा टाँडीमा भेट्छन्।",Geography
कुन ग्रहको दिनको लम्बाइ र यसको अक्षको झुकाव लगभग पृथ्वीको जस्तै छ?,मंगल,Geography
विश्वको सबैभन्दा ठूलो टापु राष्ट्र कुन हो?,"इन्डोनेसिया विश्वको सबैभन्दा ठूलो टापु देश हो किनभने यसको क्षेत्रफल 1,904,569 वर्ग किलोमिटर छ र यसमा 18,307 भन्दा बढी टापुहरू छन्। यो विश्वको सबैभन्दा धेरै जनसंख्या भएको टापु देश पनि हो।",Geography
ठूलो नदीको सहायक नदी भएका उपत्यकाहरूलाई के भनिन्छ?,साइड भ्याली ठूलो नदीको सहायक नदी भएको उपत्यका हो। तिनीहरू पहाडहरू नजिकै उच्च अर्डर उपत्यकाहरू हुन्।,Geography
माबला हिमाल कुन देशमा पर्दछ ?,"माब्ला पर्वतहरू, जसलाई मोन्टी माब्ला पनि भनिन्छ, जिबूतीको ओबोक र ताडजौरा क्षेत्रहरूमा अवस्थित एक पर्वत श्रृंखला हो। यी पहाडहरू, जुन जिबूतीको पाँचौं-उच्च बिन्दु हो, स्थानीय जिबूती स्परफोल र डे फरेस्ट नेश्नल पार्कहरू छन्। यो उच्च भूमि क्षेत्र ताजौराको खाडीको उत्तरी छेउमा अवस्थित छ, तटीय मैदानको पछाडि जहाँ लाल सागर एडनको खाडीसँग मिल्छ।",Geography
सबैभन्दा पहिले वृक्षारोपण कहाँ भयो ?,प्रारम्भिक वृक्षारोपण अफ्रिकाको गिनी तटमा टापुहरूमा 15 औं शताब्दीमा स्थापना भएको हो। उखु उत्पादन गर्न पोर्चुगिजहरूले यहाँबाट उत्तरी ब्राजिलमा यो प्रणाली लगाइएको थियो।,Geography
शनिवार वाडा निर्माणको लागत कति थियो ?,"शनिवारवाडा 1732 मा पूरा भएको थियो, कुल लागतमा। 16,110, त्यो समयमा धेरै ठूलो रकम।",History
छत्रपति शाहु महाराजको शासन कहिले सुरु भयो र कहिले अन्त्य भयो ?,छत्रपति शाहु महाराजको शासन १२ जनवरी १७०८ मा सुरु भई १५ डिसेम्बर १७४९ मा समाप्त भयो।,History
बहमनी सल्तनतको स्थापना कसले गर्यो ?,बहमनी सल्तनत अलाउद्दीन बहमन शाह द्वारा 1347 मा स्थापित भएको थियो।,History
"""गड आला पन सिन्हा गेला"" कसले कसलाई भन्यो?","तानाजी मालुसरेको बलिदानमा किल्ला लिइएको थाहा पाएपछि शिवाजीले ""गड आला, पन सिन्हा गेला"" - ""हामीले किल्ला जित्यौं, तर सिंह हारे"" भन्दै आफ्नो गहिरो आक्रोश प्रकट गरेको भनिन्छ।",History
हेमाडपन्ती मन्दिरको बाहिरी पर्खालको विशेषता के हो ?,हेमाडपन्ती मन्दिरको बाहिरी पर्खालहरू प्रायः ताराको आकारका हुन्छन्। तारा मन्दिर निर्माणमा मन्दिरको बाहिरी पर्खाललाई धेरै कोणमा विभाजन गरिएको छ। त्यसोभए तपाईंले पर्खालहरूमा छायाको सुन्दर प्रभाव र त्यसमा मूर्तिकलाहरू देख्न सक्नुहुन्छ। हेमाडपन्ती मन्दिरहरूको एउटा महत्त्वपूर्ण विशेषता भनेको पर्खालको ढुङ्गा बनाउन चूनाको प्रयोग हुँदैन। पर्खालहरू ढुङ्गाहरू आफैंमा बलियो रूपमा फिट हुने घुमाउरो खाँचो र कप्सको आधारमा बनाइएको छ।,History
किताब-ए-नवरस' पुस्तक कसले लेखेका थिए?,इब्राहिम आदिल शाह द्वितीय 'किताब-ए-नवरास' पुस्तकका लेखक थिए।,History
पहिलो मराठी पत्र 'दर्पण' को सम्पादक को थिए?,"बालशास्त्री जांभेकर, पहिलो मराठी पत्रिका 'दर्पण' को सम्पादकको रूपमा, मराठी पत्रकारितामा पहिलो सम्पादकको रूपमा चिनिन्छ।",History
सन् १९५० मा भारत सरकारले स्थापना गरेको बोर्डमा प्रधानमन्त्री पं. जवाहरलाल नेहरू अध्यक्ष थे?,"1950 मा, भारत सरकारले योजना बोर्ड स्थापना गर्यो। प्रधानमन्त्री पं. जवाहरलाल नेहरू यस बोर्डका अध्यक्ष थिए।",History
राजनीति सम्बन्धी पुस्तक ‘सभानीती’ कुन शासकले प्रकाशित गरेका हुन् ?,"‘सभानीती’ पुस्तक छत्रपति प्रताप सिंह महाराजद्वारा प्रकाशित भएको हो । यो पुस्तक राजनीति, प्रशासन र शक्तिसँग सम्बन्धित विचारका दृष्टिले महत्त्वपूर्ण मानिन्छ।",History
1905 मा 'भारत सेवक समाज' को स्थापना कसले की?,नामदार गोपाल कृष्ण गोखलेले सन् १९०५ मा ‘भारत सेवक समाज’ स्थापना गरेका थिए ।,History
सावरकरको आत्मकथाको नाम के थियो ?,सावरकरले आफ्नो आत्मकथा 'माझी जन्मथेप' मा अण्डमानका ती डरलाग्दो दिनहरूका आफ्ना अनुभवहरू लेखेका छन्।,History
अमलनेर मिल मजदुर युनियनका अध्यक्ष को थिए ?,साने गुरुजी अमलनेर मिल मजदुर संघका अध्यक्ष थिए।,History
राजकोटमा रेड क्रस सोसाइटीको स्थापना कसले गर्यो?,रखमाबाई जनार्दन सेभले राजकोटमा रेड क्रस सोसाइटी स्थापना गरेकी थिइन्।,History
AITUC को पहिलो अधिवेशनको अध्यक्षता कसले गरेका थिए?,AITUC भारतका सबै श्रमिकहरूलाई राष्ट्रिय स्तरमा एकताबद्ध गर्न गठन गरिएको थियो। यसको पहिलो अधिवेशनको अध्यक्ष लाला लाजपत राई थिए ।,History
भारतको अस्थायी सरकार के प्रमुख कौन थे?,स्वतन्त्र भारतको अस्थायी सरकारमा राज्यको प्रमुखको रूपमा सुभाष चन्द्र बोसको नेतृत्वमा मन्त्रिपरिषद् थियो।,History
भारत र पाकिस्तान गरी दुई स्वतन्त्र राष्ट्र बनाउने योजना कसले तयार गर्यो ?,लर्ड माउन्टबेटनले भारत र पाकिस्तानलाई दुई स्वतन्त्र राष्ट्रको रूपमा बनाउने योजना बनाएका थिए।,History
1 मे 1960 मा कुन राज्यको गठन भएको थियो?,महाराष्ट्र,History
पुणेको कुन गान्धी स्मारक संग्रहालयले गान्धीजीको इतिहासको बारेमा जानकारी प्रदान गर्दछ?,"पुणेको आगा खान दरबारमा, हामी महात्मा गान्धीको जीवनको बारेमा जानकारी दिने विभिन्न वस्तुहरू, कागजातहरू देख्न सक्छौं।",History
सन् १४५३ मा ओटोमन टर्क्सले कुन सहरलाई कब्जा गरेको थियो ?,कन्स्टान्टिनोपल (आधुनिक इस्तानबुल) को शहर 1453 मा ओटोमन टर्क्स द्वारा कब्जा गरिएको थियो।,History
अंग्रेजहरूको अवैध व्यापारलाई रोक्न कसले प्रयास गर्‍यो?,मीर जाफर अंग्रेजको समर्थनमा बंगालको नवाब बने तर पछि उनले अंग्रेजको विरुद्धमा विरोध गर्न थाले र त्यसैले उनका ज्वाइँ मीरकासिमलाई नवाब बनाए। मीर कासिमले अंग्रेजहरूको अवैध व्यापारमा प्रतिबन्ध लगाउने प्रयास गरे र यसैले फेरि एक पटक मीर जाफरलाई बंगालको नवाब बनाइयो।,History
1802 मा कुन पेशवाले अंग्रेजहरु संग सैन्य सम्झौता मा हस्ताक्षर गरे?,"बाजीराव द्वितीयले डिसेम्बर ३१, १८०२ मा बासेनको सन्धिमा हस्ताक्षर गरे।",History
जमशेदजी टाटाले टाटा आइरन एण्ड स्टिल कम्पनीको इस्पात उत्पादन कारखाना कुन स्थानमा स्थापना गरेका थिए?,टाटा आयरन एण्ड स्टिल कम्पनी (टिस्को) जमशेदजी टाटाद्वारा स्थापित र दोराबजी टाटाले जमशेदपुरमा स्थापना गरेका थिए।,History
गीतारहस्य पुस्तक कुन लेखकले लेखेका थिए ?,"लोकमान्य बालगंगाधर तिलकले मण्डलेको जेलमा श्रीमद् भगवद् गीता रहस्य लेखेका थिए - भगवद् गीतामा कर्मयोगको विश्लेषण, जुन वेद र उपनिषदहरूको वरदान भनेर चिनिन्छ।",History
जलियाँवाला बाग हत्याकाण्डको विरोधमा रवीन्द्रनाथ टैगोरले सरकारले दिएको कुन उपाधि त्यागे ?,रवीन्द्रनाथ टैगोरलाई 1915 मा राजा जर्ज V द्वारा साहित्यको सेवाको लागि नाइटहुड प्रदान गरिएको थियो। 1919 जलियावाला बाग नरसंहार पछि टैगोरले आफ्नो नाइटहुडको उपाधि त्यागे।,History
"कुन भोसले राष्ट्रपतिले अंग्रेजहरूसँग ""नागपुर सन्धि"" मा हस्ताक्षर गरे?",नागपुर सन्धि १८१६ मा भएको थियो। भोसले अध्यक्ष अप्पा साहेब र बेलायती गभर्नर जनरल लर्ड हेस्टिङ्स बीच।,History
कुन सालमा जनरल वेलेस्लीले अहमदनगर किल्लालाई यस क्षेत्रमा ब्रिटिश शक्तिलाई बढावा दिँदै कब्जा गरेको थियो?,"अहमदनगर फोर्टलाई 1803 मा जनरल वेलेस्लीले कब्जा गरेको थियो, यस क्षेत्रमा ब्रिटिश शक्तिलाई बढावा दिँदै।",History
शिवाजी महाराजको राज्याभिषेक कुन सालमा भएको थियो ?,शिवाजी महाराज 1674 मा राज्याभिषेक भएको थियो।,History
खानदेश क्षेत्र मुगल सम्राट अकबरले कुन वर्ष कब्जा गरेको थियो ?,खानदेश क्षेत्र 1601 मा मुगल सम्राट अकबर द्वारा कब्जा गरिएको थियो।,History
पानीपतको तेस्रो युद्धमा मराठाहरूलाई कसले परास्त गरेका थिए ?,१७६१ मा पानीपतको तेस्रो युद्धमा अहमद शाह अब्दालीको नेतृत्वमा रहेको दुर्रानी साम्राज्यबाट मराठाहरू पराजित भएका थिए।,History
कुन मराठा राजाको दरबारी कविले वीर महाकाव्य शिवभारतको रचना गरेका थिए?,वीर महाकाव्य शिवभारत छत्रपति शिवाजी महाराजको दरबारी कवि द्वारा रचना गरिएको थियो।,History
वडगाउँ सन्धि वा सन्धि कुन युद्धको बीचमा भएको थियो ?,वडगाउँ सम्झौता पहिलो एङ्ग्लो-मराठा युद्धको समयमा सम्पन्न भएको थियो।,History
शेरशाहको पालामा राजस्व लेखा कुन भाषामा थियो ?,शेरशाहको शासनकालमा राजस्व लेखा फारसी र हिन्दवीमा राखिएको थियो।,History
1425 ईस्वीमा गाभिलगढ किल्ला कुन राजाले बनाएका थिए?,गाविलगढ किल्ला अहमद शाह बहमनी द्वारा 1425 ईस्वी मा बनाइएको थियो।,History
"भारत सरकारले अपनाएको राज्य चिन्हमा ""सत्यमेव जयते"" शब्दहरू कुन उपनिषदबाट लिइएको हो?","""सत्यमेव जयते"" शब्दहरू मुण्डक उपनिषदबाट लिइएको हो।",History
मौर्य साम्राज्यको अन्त्य कसरी भयो ?,मौर्य साम्राज्य समाप्त भयो जब अन्तिम मौर्य शासक उनको सेनापति द्वारा मारे।,History
कैलाश मन्दिर कुन गुफामा अवस्थित छ ?,कैलाश मन्दिर एलोरा गुफाहरूमा अवस्थित छ।,History
जवाहरलाल नेहरूको अध्यक्षतामा लाहोर कांग्रेसले 'पूर्ण स्वराज' वा भारतको पूर्ण स्वतन्त्रताको मागलाई कहिले औपचारिक रूप दियो?,डिसेम्बर १९२९ मा लाहोर कांग्रेसमा 'पूर्ण स्वराज' को मागलाई औपचारिक रूप दिइएको थियो।,History
कुन एङ्ग्लो-मराठा युद्धले पेशवाहरूको इलाकालाई बम्बे प्रेसिडेन्सीमा विलय गर्यो?,तेस्रो एङ्ग्लो-मराठा युद्धको परिणामस्वरूप पेशवाहरूको इलाकाहरू बम्बे प्रेसिडेन्सीमा विलय भयो।,History
गान्धी-इरविन सम्झौता भारतको निम्न मध्ये कुन आन्दोलनसँग सम्बन्धित थियो?,गान्धी-इरविन सम्झौता सविनय अवज्ञा आन्दोलनसँग सम्बन्धित थियो।,History
मराठा साम्राज्यको इतिहासमा खर्डाको युद्धको महत्व वर्णन गर्नुहोस्।,खर्डाको युद्ध ११ मार्च १७९५ मा मराठा साम्राज्य र हैदराबादको निजामबीच भएको थियो। मराठाहरूले निर्णायक विजय हासिल गरे। युद्धको रूपमा महत्त्वपूर्ण प्रभाव पार्नेछबेलायतीहरूले मराठा प्रभुत्वलाई गम्भीर रूपमा लिनेछन्।,History
जोयसले युलिसिसमा स्ट्रिम-अफ-चेतना कसरी प्रयोग गर्छिन्?,जोयसले परम्परागत कथा संरचनालाई बेवास्ता गर्दै पात्रहरूको दिमागमा गहिरो खोजी गर्न स्ट्रिम-अफ-चेतनाको प्रयोग गर्दछ।,Literature
ग्रेट ग्याट्सबीमा हरियो बत्तीको महत्त्वको विश्लेषण गर्नुहोस्।,"F. Scott Fitzgerald द्वारा The Great Gatsby मा डेजीको डकको अन्त्यमा रहेको हरियो बत्ती जे ग्याट्सबीको अमर प्रेम, निराशा र अमेरिकी सपनामा पुग्न असक्षमताको प्रतीक हो। कथा ज्याज युगको समयमा न्यूयोर्कमा सेट गरिएको छ।",Literature
Wuthering Heights मा सेटिङले के भूमिका खेल्छ?,"वुथरिङ हाइट्सको सेटिङ र स्थान, प्राय: विश्वासघाती भनेर वर्णन गरिएको, गाढा टोन र उपन्यासमा विचलित प्लट घटनाहरूलाई सुदृढ बनाउँछ। घर आफैंमा विचित्र नक्काशीको साथ एक अलग र जीर्ण ढुङ्गाको हवेली हो। थ्रशक्रस ग्रान्ज, जहाँ उपन्यासका भागहरू हुन्छन्, हाइट्स जस्तै, पृथक छ।",Literature
शेक्सपियरले ह्यामलेटमा लैङ्गिक भूमिकालाई कसरी बदल्छ?,"गर्ट्रुड: रानीको रूपमा, उनले शक्तिको स्थान ओगटेकी छिन्, तर उनको हतारमा पुनर्विवाह र अस्पष्ट चित्रणले शोकित विधवाको आदर्शलाई जटिल बनाउँछ। उनको चरित्रले प्रायः महिलाहरूलाई दिइएको निष्क्रिय भूमिकालाई प्रश्न गर्छ। ओफेलिया: प्रायः एक कमजोर र आज्ञाकारी महिलाको रूपमा चित्रण गर्दा, उनको पागलपन र दुखद अन्त्यमा वंशले महिलाहरूमा पितृसत्तात्मक अवरोधहरूको विनाशकारी प्रभावलाई हाइलाइट गर्दछ। ह्यामलेट: राजकुमार आफैंले परम्परागत रूपमा पुरुष र स्त्री गुणहरूको जटिल अन्तर्क्रिया प्रदर्शन गर्दछ, अनिर्णय, उदास र दार्शनिक चिन्तन सहित, जसले लैंगिक भूमिकाहरूको कठोर सीमाहरूलाई चुनौती दिन्छ। यी पात्रहरू मार्फत, शेक्सपियरले एलिजाबेथन समाजमा लिङ्ग र यसको जटिलताहरूको सूक्ष्म अन्वेषण प्रदान गर्दछ।",Literature
लर्ड अफ द फ्लाइजमा आँखाको प्रतीकात्मकताको विश्लेषण गर्नुहोस्।,"लर्ड अफ द फ्लाइजको सन्देशले मानव प्रकृतिमा रहेको द्विविधासँग सम्बन्धित छ जसले मानिसहरूलाई सभ्य, संगठित र शान्तिपूर्ण, तर अराजकतावादी, हिंसात्मक र बर्बर पनि बनाउँछ। केटाहरू सहकारी र सिभिलको रूपमा सुरु हुन्छन्, तर तिनीहरू टापुमा आफ्नो समयमा विकसित हुन्छन्, र धेरैजसो बर्बर र अराजकतावादी हुन्छन्।",Literature
लोलितामा अविश्वसनीय कथाकारको अवधारणाको बारेमा चर्चा गर्नुहोस्।,"एक अविश्वसनीय कथाकारको रूपमा हम्बर्टले पाठकलाई प्रभाव पार्ने प्रयासमा विभिन्न तरिकाहरू प्रयोग गर्दछ। धेरै उदाहरणहरूमा आफ्नो पागलपनलाई ओभरप्ले गर्दै, उसले स्पष्ट रूपमा आफ्नो जीवनमा नियन्त्रण गुमाएको भावना व्यक्त गर्ने प्रयास गर्दछ र यसरी जिम्मेवारीबाट टाढा रहन्छ।",Literature
टमले आफ्नो कान पछाडी धोएको छ कि छैन भनेर परीक्षण गर्न आन्ट पोलीले के प्रयोग गर्छिन्?,टमले आफ्नो कान पछाडी धोएको छ कि छैन भनेर परीक्षण गर्न आन्ट पोलीले भिजेको तौलिया प्रयोग गर्छिन्।,Literature
Injun Joe ले डा. रोबिन्सनलाई के गर्छ?,"तीन जना मानिसहरु बीचको झगडा पछि, जसमा मफ पोटर बेहोस हुन्छ, इन्जुन जोले डा. रोबिन्सनलाई मफको चक्कुले प्रहार गर्दछ। हक र टम भाग्छन् र इन्जुन जोले नशेको मफलाई उनी हत्यारा हो भनेर विश्वस्त पार्छन्।",Literature
ह्यामलेटको बुबाको मृत्यु कसरी भयो?,"म तिम्रो बुबाको आत्मा हुँ,' भूतले ह्यामलेटलाई भन्यो। यसले उसलाई बताउँछ कि ह्यामलेटको बुबा प्राकृतिक रूपमा मरेका थिएनन्, तर उनको भाइ क्लाउडियसले हत्या गरेका थिए। जब राजा सुते, क्लाउडियसले उनको कानमा विष हालिदिए, जसले राजाको पीडादायी मृत्यु भयो। भूतले ह्यामलेटलाई आफ्नो बुबाको हत्या गरेको क्लाउडियससँग बदला लिन भन्छ।",Literature
एक आकृति र प्रतीक बीच के भिन्नता छ?,आकृतिहरू कथा भर दोहोरिनु पर्छ; प्रतीकहरू एक पटक मात्र देखा पर्न सक्छन्,Literature
"शब्द ""नाटकीय विडंबना"" परिभाषित गर्नुहोस्।","नाटकीय विडंबना भनेको विडम्बनाको एक रूप हो जुन कामको संरचना मार्फत अभिव्यक्त हुन्छ: कार्यका पात्रहरू अवस्थित पात्रहरूको भन्दा धेरै फरक हुने अवस्थाको दर्शकको जागरूकता, र त्यसैले पात्रहरूको शब्द र कार्यले फरक लिन्छ- अक्सर विरोधाभासी - दर्शकहरु को लागी काम को क्यारेक्टरहरु को लागी भन्दा उनीहरु को लागी अर्थ।",Literature
Bildungsroman विधा को महत्व के छ?,"साहित्यिक समालोचनामा, बिल्डुङ्स्रोमन एक साहित्यिक विधा हो जसले बाल्यकालदेखि वयस्कता (उमेरको आगमन) सम्म नायकको मनोवैज्ञानिक र नैतिक विकासमा केन्द्रित हुन्छ,[१] जसमा चरित्र परिवर्तन महत्त्वपूर्ण हुन्छ।",Literature
