Question,Answer,Domain
साहित्यिक कार्यको वातावरणमा सेटिङले कसरी योगदान पुर्‍याउँछ?,"कथाको मूडलाई आकार दिन सेटिङले पनि ठूलो भूमिका खेल्न सक्छ। उदाहरणका लागि, अँध्यारो र उदास सेटिंगले असहज र तनावको भावना सिर्जना गर्न सक्छ, जबकि घमाइलो र हर्षित सेटिंगले शान्ति र आनन्दको भावना सिर्जना गर्न सक्छ।",Literature
"""चेतनाको धारा"" कथन को अवधारणा को व्याख्या गर्नुहोस्।",चेतनाको स्ट्रिम एक कथा शैली हो जसले चरित्रको विचार प्रक्रियालाई यथार्थपरक तरिकामा कैद गर्ने प्रयास गर्दछ।,Literature
साहित्यमा अविश्वसनीय कथाकारको भूमिका के हो?,एक अविश्वसनीय कथाकार एक कथाकार हो जसको कथा पूर्णतया विश्वास गर्न सकिदैन। कहिलेकाहीँ एक अविश्वसनीय कथाकारले पाठकको जानकारीलाई सचेत रूपमा रोक्छ वा भ्रमित गर्न खोज्छ; अन्य समयमा एक कथाकारको अविश्वसनीयता तिनीहरूको नियन्त्रण बाहिर छ।,Literature
अन्तरपाठ्यताले साहित्यिक कार्यलाई कसरी समृद्ध बनाउँछ?,"लेखकहरूले आलोचनात्मक वा अतिरिक्त अर्थ सिर्जना गर्न, बिन्दु बनाउन, हास्य सिर्जना गर्न, वा मौलिक कार्यको पुन: व्याख्या गर्न पनि अन्तरपाठ्यता प्रयोग गर्न सक्छन्।",Literature
"शब्द ""पन्नी वर्ण"" परिभाषित गर्नुहोस्।","एक पन्नी चरित्र एक साहित्यिक तत्व हो जुन मुख्य चरित्र, वा नायकको विपरीतको रूपमा कार्य गर्दछ।",Literature
ट्राजेडी र कमेडीमा के फरक छ ?,कमेडी सुखद अन्त्य भएको हास्यपूर्ण कथा हो भने दुःखद अन्त्य भएको गम्भीर कथा हो ।,Literature
"नाटकीय साहित्यमा ""क्याथार्सिस"" को अवधारणा व्याख्या गर्नुहोस्।",क्याथर्सिस कलाको माध्यमबाट बलियो वा पेन्ट-अप भावनाहरू जारी गर्ने प्रक्रिया हो,Literature
कथामा पूर्वचित्रण गर्नुको उद्देश्य के हो?,"पूर्वचित्रण एउटा कथानक तत्व हो जसले कथामा पछि आउने कुरालाई संकेत गर्छ। लिखित रूपमा पूर्वचित्रण प्रयोग गर्ने धेरै कारणहरू छन्, सस्पेन्स निर्माण गर्ने, जिज्ञासा जगाउने, र तपाईंको पाठकलाई त्यो ""अहा"" क्षणको लागि तयार गर्ने सहित।",Literature
कवितामा विशिष्ट प्रभाव सिर्जना गर्न अनुप्रयोग कसरी गरिन्छ?,"अनुमोदन भनेको क्रमशः शब्दहरूको शृङ्खलाको सुरुमा एउटै ध्वनिको दोहोरिने हो जसको उद्देश्य श्रव्य पल्स प्रदान गर्नु हो जसले लेखनको टुक्रालाई लुलिंग, लिरिकल, र/वा भावनात्मक प्रभाव दिन्छ।",Literature
सनेटको संरचना व्याख्या गर्नुहोस्,अंग्रेजी सनेटहरू सामान्यतया तीन क्वाट्रेनहरू (4-लाइन श्लोकहरू) द्वारा बनाइन्छ र त्यसपछि एक rhyming जोडी,Literature
"शब्द ""व्यक्तिकरण"" परिभाषित गर्नुहोस्।","व्यक्तित्वलाई ""साहित्यिक वा कलात्मक प्रभावको रूपमा चीजहरू, अमूर्त विचारहरू, इत्यादिमा मानव विशेषताहरूको एट्रिब्युसन"" र ""व्यक्ति, प्राणी, आदिको रूपमा अमूर्त गुण वा विचारको प्रतिनिधित्वको रूपमा परिभाषित गरिएको छ। कला र साहित्यमा""",Literature
"""भारतीय अंग्रेजी साहित्य का पिता"" कसलाई मानिन्छ?",मुल्कराज आनन्द,Literature
वाल्मीकिद्वारा लिखित महाकाव्यको नाम दिनुहोस्।,रामायण,Literature
भारतीय साहित्यमा भक्ति आन्दोलनको महत्त्व के छ?,"सबै विभिन्न हिन्दू देवताहरूको एकता, ईश्वरमा आत्मसमर्पण, सबै मानिसहरूको समानता र भाइचारा र ईश्वरप्रति भक्तिलाई जीवनको पहिलो प्राथमिकतामा जोड दिए।",Literature
साहित्यमा नोबेल पुरस्कार कुन भारतीय लेखकले पाए?,रवीन्द्रनाथ टैगोर नोबेल पुरस्कार पाउने भारत र एशियाबाट पहिलो व्यक्ति बने।,Literature
"रवीन्द्रनाथ टैगोरको ""गीताञ्जली"" को केन्द्रीय विषयवस्तु के हो?",रहस्यवाद,Literature
"मराठी साहित्यमा ""बखर"" विधाको महत्त्व के छ?",मराठा शासक छत्रपति शिवाजी महाराजको कर्मको वर्णन गर्दै।,Literature
आफ्नो देशभक्ति र सामाजिक विषयवस्तुहरूको लागि प्रसिद्ध मराठी कविको नाम दिनुहोस्।,फकिर चन्द भारती,Literature
कुन मराठी उपन्यासले ब्रिटिस राजको सामाजिक र राजनीतिक मुद्दाहरूको खोजी गर्छ?,रामधारी,Literature
"मराठी उपन्यास ""मानिनी"" को लेखक को हुन?",एनएस फडके,Literature
"रवीन्द्रनाथ टैगोरको बंगाली उपन्यास ""गोरा"" को मुख्य विषयवस्तु के हो?","राष्ट्रियता, पहिचान र सामाजिक सुधार।",Literature
"तमिल उपन्यास ""सिलप्पाधिकारम"" को लेखक को हुन?",इलांगो अडिगल,Literature
प्रकृति र अध्यात्मका कामहरूका लागि प्रसिद्ध मलयालम कविको नाम दिनुहोस्।,सुगाथाकुमारी,Literature
"हिन्दी साहित्यमा ""प्रेमचन्द युग"" को महत्त्व के छ?","प्रेमचन्दका कार्यहरूले दलित, महिला र किसानहरू जस्ता सीमान्तकृत समूहहरूले सामना गरेका संघर्ष र कठिनाइहरूलाई चित्रण गर्दछ, राष्ट्रिय समस्याहरूको समाधानको लागि सामाजिक सद्भावको आवश्यकतालाई जोड दिन्छ।",Literature
"कन्नड उपन्यास ""वंशवृक्ष"" को लेखक को हुन?",एसएल भैरप्पा,Literature
साहित्यमा भारतीय नयाँ लहर आन्दोलनको महत्त्व के हो?,"न्यू वेभ भन्दा पहिले, लोकप्रिय हिन्दी सिनेमाले प्रायः हिन्दी साहित्यलाई पूर्णतया बेवास्ता गरेको थियो, यसको सट्टा हाइब्रिड, काव्यात्मक भाषाको लागि उर्दूमा फर्कियो जसमा यसले प्रेम, विश्वास र न्यायको कुरा गर्‍यो। भारतीय नयाँ लहरले साहित्यिक हिन्दीको संस्कृत नवविज्ञानलाई पहिलो पटक सिनेमाघरहरूमा ल्यायो।",Literature
"अरुन्धती रोयको उपन्यास ""द गॉड अफ स्मॉल थिंग्स"" को विषयवस्तु के हो?","अरुन्धती रोयको द गॉड अफ स्माल थिंग्स भारतका दुई भ्रातृ जुम्ल्याहा बच्चाहरूको बारेमा हो जसको जीवन तिनीहरूको विगतमा दुःखद घटनाहरूद्वारा निर्देशित छ। महत्त्वपूर्ण विषयवस्तुहरूमा परिवार, वफादारी, निषेधित प्रेम, उपनिवेशवाद/उत्तर-औपनिवेशिकता, शिक्षा भेदभाव, र सामाजिक वर्ग असमानता समावेश छ।",Literature
भारतमा दलित साहित्य आन्दोलनको महत्व के छ ?,दलित साहित्यले भारतीय समाजको जातीय ढाँचा भित्र दलित समुदायको मार्मिक सामाजिक र राजनीतिक अनुभवहरू अभिव्यक्त गर्न एक शक्तिशाली माध्यमको रूपमा काम गर्दछ। यसले दलितहरूको जीवनलाई आकार दिने असंख्य सामाजिक कारकहरू र दलित र गैर-दलित समुदायहरूसँग उनीहरूको अन्तरक्रियामा प्रकाश पार्छ।,Literature
GDP परिभाषित गर्नुहोस्। कल्याणकारी उपायको रूपमा यसको घटक र सीमितताहरू व्याख्या गर्नुहोस्।,"GDP भनेको सकल घरेलु उत्पादन हो। यो एक निश्चित अवधि भित्र, सामान्यतया वार्षिक वा त्रैमासिक भित्र देशको सिमाना भित्र उत्पादन गरिएका सबै वस्तु र सेवाहरूको कुल मूल्यको मापन हो। कल्याणले समाज भित्र व्यक्तिहरूको समग्र कल्याण र जीवनको गुणस्तरलाई बुझाउँछ।",Economics
मुद्रास्फीतिको कारण के हो? यसको प्रभाव र नीति प्रतिक्रियाहरू छलफल गर्नुहोस्।,"अधिक रोजगारी र उच्च ज्यालाले घरायसी आम्दानी बढाउँछ र उपभोक्ता खर्चमा वृद्धि हुन्छ, थप समग्र माग र फर्महरूको लागि तिनीहरूको वस्तु र सेवाहरूको मूल्य बढाउने दायरा बढ्छ। जब यो ठूलो संख्यामा व्यवसाय र क्षेत्रहरूमा हुन्छ, यसले मुद्रास्फीतिमा वृद्धि हुन्छ।",Economics
"बेरोजगारी परिभाषित गर्नुहोस्। यसको प्रकार, कारण, र नीति समाधानहरू विश्लेषण गर्नुहोस्।","बेरोजगारी तब हुन्छ जब काम गर्न चाहने कामदारहरूले काम पाउन असमर्थ हुन्छन्। बेरोजगारीको उच्च दरले आर्थिक संकटको संकेत गर्छ जबकि बेरोजगारीको अत्यन्त न्यून दरले अर्थतन्त्रलाई तातेको संकेत गर्न सक्छ। बेरोजगारीलाई घर्षण, चक्रीय, संरचनात्मक वा संस्थागत रूपमा वर्गीकृत गर्न सकिन्छ।",Economics
भुक्तानी सन्तुलन व्याख्या गर्नुहोस्। यसको कम्पोनेन्ट र यसलाई असर गर्ने कारकहरू छलफल गर्नुहोस्।,"भुक्तानी सन्तुलन (BOP) एक विधि हो जुन देशहरूले निश्चित अवधि भित्र सबै अन्तर्राष्ट्रिय मौद्रिक लेनदेनहरू मापन गर्दछ। BOP मा तीन मुख्य खाताहरू हुन्छन्: चालु खाता, पूंजी खाता, र वित्तीय खाता।",Economics
वित्तीय नीति के हो? स्थिरीकरणमा यसको उपकरण र प्रभावकारिता व्याख्या गर्नुहोस्,"वित्तीय नीतिले सार्वजनिक खर्च, कर र सार्वजनिक ऋणको सम्बन्धमा सरकारी नीतिलाई जनाउँछ। यो एक माध्यम हो जसको माध्यमबाट सरकारले आफ्नो खर्च स्तर र कर दरहरू एक राष्ट्रको अर्थतन्त्रलाई निगरानी र प्रभाव पार्न समायोजन गर्दछ।",Economics
लोच परिभाषित गर्नुहोस्। आर्थिक निर्णयहरूमा यसको प्रकार र महत्त्व व्याख्या गर्नुहोस्।,लोच एक आर्थिक अवधारणा हो जुन सामान वा सेवाको मूल्य आन्दोलनको सम्बन्धमा सामान वा सेवाको माग गरिएको कुल मात्रामा परिवर्तन मापन गर्न प्रयोग गरिन्छ। कुनै वस्तुको मूल्य बढ्दा वा घट्दा त्यसको परिमाणको माग समानुपातिक रूपमा परिवर्तन भयो भने त्यसलाई लोचदार मानिन्छ।,Economics
उत्तम प्रतिस्पर्धा व्याख्या गर्नुहोस्। छोटो अवधि र दीर्घकालीन सन्तुलनको विश्लेषण गर्नुहोस्।,"छोटो अवधिमा, सन्तुलन माग द्वारा प्रभावित हुनेछ। दीर्घकालीन रूपमा, उत्पादनको माग र आपूर्ति दुवैले पूर्ण प्रतिस्पर्धामा सन्तुलनलाई असर गर्नेछ। फर्मले सन्तुलन बिन्दुमा लामो समयसम्म सामान्य नाफा मात्र प्राप्त गर्नेछ।",Economics
"एकाधिकार परिभाषित गर्नुहोस्। यसको विशेषताहरू, मूल्य निर्धारण, र सामाजिक लागतहरू व्याख्या गर्नुहोस्।","मोनोपोली एक प्रकारको बजार संरचना हो जसमा एकल कम्पनी र यसको सामान र सेवाहरू सधैं बजारमा हावी हुन्छन्। एकाधिकार बजारका केही प्रमुख विशेषताहरूमा एकल बिक्रेताको उपस्थिति, उच्च प्रवेश अवरोध, मूल्य स्थिर माग, र विकल्पको अभाव समावेश छ।",Economics
oligopoly को परिभाषित गर्नुहोस्। यसको विशेषताहरू र मूल्य निर्धारण रणनीतिहरू व्याख्या गर्नुहोस्।,"एक ओलिगोपोली भनेको केहि कम्पनीहरूले दिइएको बजारमा महत्त्वपूर्ण नियन्त्रण प्रयोग गर्नु हो। सँगै, यी कम्पनीहरूले एकअर्कासँग मिलेर मूल्यहरू नियन्त्रण गर्न सक्छन्, अन्ततः बजारमा अप्रतिस्पर्धी मूल्यहरू प्रदान गर्दछ।",Economics
बाह्यताहरू के हुन्? सकारात्मक र नकारात्मक बाह्यताहरू र तिनीहरूको प्रभावहरू बीचको भिन्नता गर्नुहोस्।,"आर्थिक लेनदेनको अप्रत्यक्ष प्रभाव जसले लेनदेनमा प्रत्यक्ष संलग्न नभएका मानिसहरूलाई असर गर्छ। एक नकारात्मक बाह्यता तब हुन्छ जब लागत बढ्छ। एक सकारात्मक बाह्यता तब हुन्छ जब लाभ फैलिन्छ। त्यसोभए, बाह्यताहरू तब हुन्छन् जब लेनदेनको केही लागत वा फाइदाहरू उत्पादक वा उपभोक्ता बाहेक अरू कसैमा पर्छन्।",Economics
"कुन शहरलाई यसको अटोमोबाइल उद्योगको लागि ""भारतको डेट्रोइट"" भनिन्छ?","चेन्नईलाई ""एशियाको डेट्रोइट"" (वा ""भारतको डेट्रोइट"") उपनाम दिइएको छ। यो सहर वरिपरि प्रमुख अटोमोबाइल उत्पादन एकाइहरू र सम्बद्ध उद्योगहरूको उपस्थितिको कारण हो। संयुक्त राज्य अमेरिकामा अधिकांश अटोमोबाइल उत्पादन उद्योगहरू संयुक्त राज्य अमेरिका वरपर छन्।",Economics
Ad Valorem कर के को लागी लागू हुन्छ?,वस्तुको मूल्य,Economics
अग्रणी बैंक योजना कुन गहन विकासलाई अपनाउन अन्तिम रूप दिइएको थियो?,कृषक समुदायलाई सहयोग पुर्याउने उद्देश्यका साथ गाउँ स्तरमा तयारी अवलम्बन गर्न नेतृत्व बैंक योजनालाई अन्तिम रूप दिइयो।,Economics
योजना आयोगको स्थापना कुन सालमा भएको हो ?,"भारतले 1950 मा योजना आयोगको स्थापना गर्‍यो, जसमा स्रोत विनियोजन, कार्यान्वयन र पञ्चवर्षीय योजनाहरूको मूल्याङ्कन सहित योजनाको सम्पूर्ण दायराको निरीक्षण गर्न सकिन्छ। पञ्चवर्षीय योजनाको अवधारणा सोभियत संघबाट आएको हो ।",Economics
भारतमा सबैभन्दा बढी कुल राज्य घरेलु उत्पादन (GSDP) भएको राज्य कुन हो?,राज्य र केन्द्र शासित प्रदेशहरू मध्ये महाराष्ट्रमा सबैभन्दा बढी GSDP छ। यसले हालको मूल्यहरूमा कुल भारतको कुल GDP को 14.11% योगदान गर्दछ त्यसपछि तमिलनाडु (8.55%)।,Economics
विद्यालय शिक्षा गुणस्तर सूचकाङ्क कुन संस्थाले ल्याएको हो ?,नीति आयोगले विद्यालय शिक्षा गुणस्तर सूचकांक (SEQI) सुरु गरेको छ। SEQI ले विद्यालय शिक्षा क्षेत्रको समग्र प्रभावकारिता र दक्षतालाई आलोचनात्मक रूपमा प्रभाव पार्ने सूचकहरूको सेट समावेश गर्दछ।,Economics
बैंक दर के हो?,बैंक दर भनेको वाणिज्य बैंकहरूलाई आरबीआईले ऋण दिने दर हो। यो बजारमा पैसा आपूर्ति व्यवस्थापन गर्न उपकरण हो। हाल यो प्रयोगमा छैन।,Economics
छोटो अवधिमा उत्पादन गर्ने फर्मको लागि निश्चित लागत के हो?,छोटो अवधिमा बीमा प्रिमियम निश्चित लागतहरू हुन् किनभने तिनीहरू उत्पादन स्तरबाट स्वतन्त्र हुन्छन्।,Economics
प्रधान मंत्री किसान सम्मान निधि (PM-KISAN) योजना अन्तर्गत वार्षिक रूपमा उपलब्ध गराइने कुल आय सहायता के हो?,"प्रधान मन्त्री किसान सम्मान निधि (PM-KISAN) योजना केही बहिष्करणहरूको अधीनमा, कृषि योग्य भूमि भएका देशभरका सबै भूमि मालिक किसान परिवारहरूलाई आय समर्थन प्रदान गर्न 2019 मा सुरु गरिएको थियो। योजना अन्तर्गत रु. प्रति वर्ष 6000 रु तीन किस्तामा जारी गरिन्छ। प्रत्येक लाभार्थीहरूको बैंक खातामा सीधा 2000।",Economics
वाणिज्य बैंकहरूले भारतीय रिजर्भ बैंकसँग वैधानिक न्यूनतमभन्दा माथि राखेका भण्डारहरूलाई के भनिन्छ?,"बैंकिङमा, अतिरिक्त रिजर्भ भनेको केन्द्रीय बैंकले तोकेको रिजर्भ आवश्यकताभन्दा बढीको बैंक रिजर्भ हो। तिनीहरू आवश्यक रकमभन्दा बढी नगदको भण्डार हुन्।",Economics
कालो धन को अवधारणा व्याख्या गर्नुहोस्।,कालो धनमा गैरकानूनी गतिविधि मार्फत कमाइएका सबै कोषहरू र अन्यथा कानुनी आम्दानी समावेश हुन्छ जुन कर उद्देश्यका लागि रेकर्ड गरिएको छैन।,Economics
"2016-17 को लागि महाराष्ट्र को आर्थिक सर्वेक्षण अनुसार, कुन राज्य को GSDP को उच्चतम वृद्धि थियो?","2016-17 को लागि महाराष्ट्र को आर्थिक सर्वेक्षण अनुसार, महाराष्ट्र को GSDP को उच्चतम वृद्धि थियो।",Economics
कृषि उत्पादन बजार समिति (APMC) को स्थापनामा के समावेश छ?,"एपीएमसी स्थापनामा प्रभावकारी वितरणको लागि कृषि निर्यात क्षेत्र, बागवानी तालिम केन्द्र, ग्रेडिङ र प्याकिङ सुविधाको स्थापना समावेश छ।",Economics
अर्थतन्त्रको सबैभन्दा ठूलो रोजगारी सृजना गर्ने र तीव्र गतिमा वृद्धि हुने क्षेत्र कुन हो ?,सेवा क्षेत्र सबैभन्दा ठूलो रोजगारी सृजना गर्ने र अर्थतन्त्रको सबैभन्दा द्रुत बृद्धि हुने क्षेत्र हो ।,Economics
महाराष्ट्रमा वयस्क साक्षरता बढाउन कस्ता नवीन योजनाहरू लागू गरियो?,"राज्यमा वयस्क साक्षरता बढाउनको लागि सामुदायिक सहभागितामा 'प्रत्येक एक सिकाउनुहोस्', र 'साक्षर भारत अभियान' जस्ता अभिनव योजनाहरू लागू गरिएको छ।",Economics
हाम्रो देशमा विदेशी कम्पनीले गरेको लगानीलाई के भनिन्छ ?,"विदेशी प्रत्यक्ष लगानी (FDI) तब हुन्छ जब एक कम्पनी, बहुराष्ट्रिय निगम वा एक देशको व्यक्तिले अर्को देशको सम्पत्तिमा लगानी गर्दछ वा यसको कम्पनीहरूमा स्वामित्व हिस्सेदारी लिन्छ।",Economics
घर्षण रोजगारीको कारण के हो?,"घर्षण बेरोजगारी मेसिनरी बिग्रने, बिजुलीको विफलता, कच्चा पदार्थको अभाव, मजदुरहरूको हड्ताल आदिका कारण उत्पन्न हुन्छ। घर्षण बेरोजगारी स्वभावतः अस्थायी हो।",Economics
महाराष्ट्रमा रोजगार ग्यारेन्टी योजना (EGS) कहिले लागू भएको थियो?,"रोजगार ग्यारेन्टी योजना (EGS) 28 मार्च, 1972 मा पेश गरिएको थियो।",Economics
अर्थशास्त्र मा बेन्चमार्किंग के हो?,"संस्थाको नीति, उत्पादन, कार्यक्रम, रणनीति आदिको गुणस्तरको मापन र मानक मापनसँग तिनीहरूको तुलनालाई बेन्चमार्किङ भनिन्छ।",Economics
FERA भनेको के हो र कहिले ल्याइयो?,"1973 को विदेशी मुद्रा नियमन ऐन (FERA) विदेशी मुद्रा, धितो, मुद्रा को आयात र निर्यात र विदेशीहरु द्वारा अचल सम्पत्ति को अधिग्रहण मा केहि भुक्तानी को नियमन को लागी एक अधिनियम हो।",Economics
आर्थिक वर्ष 2023-2024 मा भारतको GDP वृद्धि दर कति थियो?,भारतको जीडीपी वृद्धि दर 8.15% वर्ष-दर-वर्ष थियो।,Economics
भारतमा उपभोग ढाँचामा केही उदीयमान प्रवृत्तिहरू संक्षिप्त रूपमा उल्लेख गर्नुहोस्?,"विलासिता र प्रिमियम सामान र सेवाहरूमा बढेको खर्च, गैर-खाद्य वस्तुहरूमा परिवर्तन, र विशेष गरी शहरी क्षेत्रहरूमा शिक्षामा खर्चमा कमी।",Economics
भारतको अर्थतन्त्रको मुख्य चालक के हो?,भारतको कुल गार्हस्थ्य उत्पादनको लगभग ७०% घरेलु उपभोगबाट संचालित छ; देश विश्वको चौथो ठूलो उपभोक्ता बजार बनेको छ।,Economics
भारतीय अर्थतन्त्रका लागि प्रमुख चुनौती कुन हो?,"जनसंख्या घनत्व, गरिबी समस्या, बेरोजगारी, भुक्तान ह्रास, कमजोर शिक्षा, र निजी ऋण भारतीय अर्थतन्त्रले सामना गर्ने केही प्रमुख चुनौतीहरू हुन्।",Economics
भारतको GDP को कति प्रतिशत कृषिले ओगटेको छ?,FY 2024 मा रेकर्ड गरिए अनुसार भारतको GDP मा कृषिको योगदान लगभग 17.7% छ।,Economics
भारतको अर्थतन्त्रको प्रकृति कस्तो छ ?,"भारत मिश्रित अर्थतन्त्र हो। यो कृषि र उद्योगमा निर्भरता, कम प्रतिव्यक्ति आय, ठूलो जनसंख्या, बेरोजगारी, असमान सम्पत्ति वितरण, र पूर्वाधार कमजोरी द्वारा विशेषता हो। अधिकांश भारतीय श्रमशक्ति यी क्षेत्रहरूमा कार्यरत छन्, जसले देशको आर्थिक विकासको अवस्थालाई झल्काउँछ।",Economics
2008 को विश्वव्यापी वित्तीय संकटमा भारतले कस्तो प्रतिक्रिया देखायो?,"2008 को विश्वव्यापी वित्तीय संकटको समयमा हल्का आर्थिक मन्दीले भारतलाई केनेसियन नीतिहरू अपनाउन प्रेरित गर्‍यो। वृद्धि र मागलाई प्रोत्साहन गर्न, सरकारले वित्तीय र मौद्रिक प्रोत्साहन उपायहरू लागू गर्यो। त्यसपछिका वर्षहरूमा, आर्थिक वृद्धि पुनर्जीवित भयो।",Economics
2024 सम्ममा नाममात्र GDP र PPP द्वारा विश्व अर्थतन्त्रमा भारतको स्थान कस्तो छ?,भारत नाममात्र GDP द्वारा विश्वको पाँचौं ठूलो अर्थतन्त्र हो र क्रय शक्ति समानता (PPP) द्वारा तेस्रो ठूलो अर्थतन्त्र हो।,Economics
भारतमा बचत बैंक खाताहरूको ब्याज दर निर्धारण गर्न को जिम्मेवार छ?,आरबीआई भारतका सबै राष्ट्रियीकृत वाणिज्य बैंकहरूमा बचत खाताहरूमा ब्याज दरहरू व्यवस्थापन गर्न उत्तरदायी छ।,Economics
कालो धन हटाउने सन्दर्भमा विमुद्रीकरणको सफलता दर कति थियो?,"रिजर्व बैंक अफ इन्डियाको 2018 को रिपोर्ट अनुसार ₹ 15.3 लाख करोड (छोटो स्केलमा 15.3 ट्रिलियन रुपैयाँ) demonetized बैंक नोटहरूमा ₹ 15.41 लाख करोड, वा लगभग 99.3%, बैंकहरूमा जम्मा गरिएको थियो, प्रमुख विश्लेषकहरूले बताउँछन् कि अर्थतन्त्रबाट कालो धन हटाउने प्रयास असफल भयो ।",Economics